# %ECSV 1.0
# ---
# datatype:
# - {name: Alias, datatype: string}
# - {name: ledaName, datatype: string}
# - {name: al2000, datatype: float64}
# - {name: de2000, datatype: float64}
# - {name: type, datatype: string}
# - {name: bar, datatype: string}
# - {name: ring, datatype: string}
# - {name: multiple, datatype: string}
# - {name: t, datatype: float64}
# - {name: agnclass, datatype: string}
# - {name: logd25, datatype: float64}
# - {name: e_logd25, datatype: float64}
# - {name: logr25, datatype: float64}
# - {name: e_logr25, datatype: float64}
# - {name: pa, datatype: float64}
# - {name: bt, datatype: float64}
# - {name: it, datatype: float64}
# - {name: m21, datatype: float64}
# - {name: mfir, datatype: float64}
# - {name: vmaxg, datatype: float64}
# - {name: e_vmaxg, datatype: float64}
# - {name: v, datatype: float64}
# - {name: e_v, datatype: float64}
# - {name: ag, datatype: float64}
# - {name: incl, datatype: float64}
# - {name: vrot, datatype: float64}
# - {name: e_vrot, datatype: float64}
# - {name: vvir, datatype: float64}
# - {name: modz, datatype: float64}
# delimiter: ','
# schema: astropy-2.0
Alias,ledaName,al2000,de2000,type,bar,ring,multiple,t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,bt,it,m21,mfir,vmaxg,e_vmaxg,v,e_v,ag,incl,vrot,e_vrot,vvir,modz
NGC5957,NGC5957,15.5897826,12.04757,Sb,B,R,,2.9,,1.388,0.059,0.019,0.051,,13.562,11.965,14.223,13.149,42.1,1.07,1820.4,5.0,0.188,17.52,139.9,6.62,2011.9,32.341
NGC5971,NGC5971,15.5935814,56.4616827,Sa,,R,,1.1,,1.098,0.047,0.371,0.03,132.19,14.719,13.126,,,,,3363.9,1.6,0.036,73.19,,,3668.4,33.638
UGC09919,UGC09919,15.5943476,12.6063777,Sc,,,,5.8,,1.169,0.047,0.915,0.049,169.98,15.059,13.912,15.512,14.1,116.07,3.1,3178.0,3.6,0.192,90.0,116.07,,3371.9,33.464
NGC5966,NGC5966,15.5978098,39.7689601,E,,,,-4.9,,1.184,0.039,0.191,0.03,87.88,13.138,12.173,18.153,,187.19,11.68,4503.9,13.5,0.093,90.0,187.19,,4785.0,34.208
IC4566,IC4566,15.6117113,43.5393358,Sb,B,,,2.5,,1.131,0.044,0.182,0.025,162.87,14.113,12.656,16.96,,133.29,8.36,5582.0,36.6,0.117,51.56,170.18,10.81,5870.7,34.662
UGC09937,UGC09937,15.623032,20.5497763,S0-a,,,,0.0,,1.073,0.092,0.735,0.066,15.61,14.487,12.715,,,,,4450.1,1.9,0.223,90.0,,,4675.5,34.17
2MASXJ15393305+3205382,PGC1979927,15.6591893,32.0939665,E,,,,-5.0,,0.803,0.062,0.042,0.028,,16.131,14.424,,,,,16143.0,4.4,0.146,35.03,,,16406.1,36.923
NGC5987,NGC5987,15.6659436,58.0795287,Sb,,,,2.9,,1.584,0.029,0.462,0.028,,12.72,10.35,14.793,,275.17,7.14,3006.2,2.0,0.068,76.42,283.09,7.39,3312.3,33.411
NGC5980,NGC5980,15.6917825,15.7876763,Sbc,,,,4.4,,1.213,0.036,0.501,0.029,14.49,13.21,,15.113,11.657,194.96,6.43,4087.1,2.6,0.15,76.43,200.56,6.64,4295.6,33.972
MCG+03-40-032,PGC055890,15.7330225,19.2115458,E,,,,-5.0,,0.828,0.064,0.077,0.03,152.75,15.413,13.729,,,,,7241.0,3.4,0.238,48.37,,,7463.2,35.18
IC4582,IC4582,15.7609184,28.0885226,SBbc,B,,,3.8,,1.08,0.08,0.585,0.048,172.1,14.834,,15.247,12.881,131.49,3.18,2145.3,4.5,0.126,83.09,132.45,3.22,2398.1,32.734
NGC5996,NGC5996,15.783023,17.884224,SBbc,B,,M,4.1,,1.176,0.039,0.344,0.029,1.12,13.21,13.049,14.467,11.602,81.64,3.58,3290.7,1.0,0.146,66.24,89.21,3.94,3508.7,33.54
UGC10043,UGC10043,15.8114754,21.8695246,Sbc,,,,4.2,,1.342,0.044,0.847,0.058,150.04,15.123,13.76,14.354,12.703,146.1,3.49,2156.9,2.6,0.247,90.0,146.1,,2389.9,32.698
UGC10042,UGC10042,15.8158653,7.2223099,Sc,,,,5.7,,1.13,0.033,0.679,0.037,169.86,14.725,13.102,15.641,13.562,148.58,3.46,4223.1,1.9,0.155,84.19,149.35,3.48,4397.5,34.034
NGC6004,NGC6004,15.8396439,18.9392466,Sc,B,,,4.8,,1.277,0.032,0.103,0.027,95.48,13.368,12.066,16.41,12.804,104.47,2.76,3818.8,5.9,0.175,38.86,166.5,4.7,4041.6,33.845
UGC10063,UGC10063,15.8523387,25.7225202,SBd,B,,M,8.0,,0.909,0.139,0.568,0.071,130.0,16.5,,16.904,,51.97,2.7,6483.0,4.3,0.306,90.0,51.97,,6729.6,34.963
UGC10064,UGC10064,15.8536869,25.7019741,S0,B,,,-1.8,,1.068,0.052,0.484,0.034,8.94,14.888,13.209,16.563,,132.24,6.87,6424.9,11.6,0.302,90.0,132.24,,6671.5,34.936
UGC10097,UGC10097,15.9286889,47.8672967,S0,,,,-2.2,,1.151,0.039,0.12,0.029,123.86,14.021,,,,,,5966.8,57.4,0.077,48.2,,,6266.0,34.796
2MASXJ15570268+3725001,PGC2100286,15.9507467,37.4167081,E,,,,-5.0,,0.647,0.079,0.24,0.027,124.71,16.733,15.255,,,,,9253.4,4.9,0.096,90.0,,,9533.7,35.722
NGC6020,NGC6020,15.9522607,22.4045495,E,,,,-4.8,,1.24,0.036,0.199,0.03,136.14,13.759,12.247,,,,,4304.2,1.7,0.282,90.0,,,4541.1,34.093
NGC6021,NGC6021,15.958526,15.9560201,E,,,,-4.0,,1.189,0.03,0.232,0.029,157.97,14.079,12.451,,,,,4740.2,1.4,0.169,90.0,,,4953.3,34.281
NGC6023,NGC6023,15.9637829,16.3101706,E,,,,-4.8,,1.206,0.036,0.143,0.025,66.82,14.248,12.47,,,,,11096.9,3.5,0.166,69.42,,,11311.4,36.097
IC1151,IC1151,15.9756507,17.4414742,SBc,B,,,5.1,,1.349,0.024,0.403,0.027,31.81,13.452,12.608,14.834,12.946,104.87,1.81,2173.0,3.3,0.164,69.61,111.89,1.96,2392.0,32.698
UGC10123,UGC10123,15.9841357,51.3046158,SBab,B,,,2.0,,1.063,0.085,0.635,0.056,54.71,14.865,13.114,15.594,12.379,198.06,7.08,3750.7,2.9,0.063,90.0,198.06,,4054.5,33.845
NGC6027,NGC6027,15.9863494,20.7621839,S0-a,,,M,-1.5,,1.214,0.076,0.207,0.057,17.63,15.283,14.227,,13.037,,,4415.8,24.2,0.238,61.1,,,4647.3,34.151
UGC10117,UGC10117,15.9899733,21.6035196,Sab,,,,2.0,,0.994,0.103,0.502,0.059,131.78,15.29,13.583,,14.219,,,5349.6,3.5,0.338,82.82,,,5584.1,34.553
NGC6032,NGC6032,16.0503148,20.9559748,Sb,B,,,3.1,,0.92,0.054,0.215,0.032,1.13,14.35,12.788,15.424,13.912,135.79,6.82,4326.4,8.0,0.392,55.07,165.63,8.44,4559.4,34.113
NGC6060,NGC6060,16.0977736,21.4849331,SABc,B,R,,4.8,,1.277,0.053,0.269,0.039,103.34,14.083,11.649,13.883,12.288,214.23,5.98,4404.3,14.0,0.347,59.49,248.66,7.1,4639.8,34.151
UGC10205,UGC10205,16.1111609,30.0990003,Sa,,,M,0.9,,1.16,0.036,0.232,0.028,133.13,14.389,12.51,16.626,13.735,261.17,7.25,6567.9,3.3,0.201,59.15,304.2,8.62,6831.1,34.989
2MASXJ16065563+0300046,PGC1242850,16.115473,3.0013786,,,,,,,0.77,0.066,0.19,0.028,24.5,16.75,,16.243,,118.96,7.17,12453.0,5.5,0.337,50.91,153.28,9.36,12612.5,36.34
NGC6063,NGC6063,16.1202739,7.978973,Sc,,,M,5.8,,1.212,0.033,0.283,0.023,157.07,13.948,12.584,15.322,,124.68,3.76,2845.1,2.8,0.201,60.26,143.58,4.37,3027.1,33.217
IC1199,IC1199,16.1762056,10.0404167,Sbc,,,,3.7,,1.076,0.092,0.457,0.05,158.0,14.535,,15.999,13.549,197.31,10.25,4724.4,4.9,0.228,74.75,204.51,10.68,4916.0,34.263
UGC10257,UGC10257,16.1854377,38.2512543,SABb,B,,,4.0,,1.211,0.036,0.633,0.026,164.6,14.911,,15.402,,140.53,4.86,3827.4,5.3,0.069,86.92,140.73,4.88,4112.0,33.888
NGC6090,NGC6090,16.194649,52.4565388,Sab,,,M,1.7,,0.637,0.326,0.363,0.064,,14.533,,16.14,11.181,92.38,4.16,8855.2,25.0,0.086,70.99,97.71,4.45,9161.8,35.633
NGC6086,NGC6086,16.2098828,29.4844782,E,,,,-4.8,,1.279,0.066,0.19,0.033,2.07,13.821,,,14.895,,,9553.0,17.5,0.165,90.0,,,9815.5,35.788
NGC6081,NGC6081,16.2157929,9.8671048,S0,,,,-1.8,,1.191,0.035,0.441,0.027,130.67,14.331,12.389,16.655,,280.93,13.02,5114.1,5.0,0.192,90.0,280.93,,5305.5,34.438
GALEXASCJ161311.68+013532.2,PGC1199610,16.219918,1.5921713,,,,,,,0.28,0.132,0.02,0.028,,18.26,17.73,,,,,,,0.391,17.55,,,,
2MASXJ16152860+1913344,PGC1584809,16.2579499,19.2260661,E?,,,M,-2.4,,0.756,0.068,0.33,0.028,95.58,17.375,15.955,,,,,9788.2,5.6,0.216,90.0,,,10017.3,35.826
UGC10297,UGC10297,16.2580114,18.9047852,SBc,B,,,5.2,,1.333,0.031,0.7,0.026,0.89,14.989,13.282,15.922,,102.97,3.4,2305.4,1.9,0.238,90.0,102.97,,2533.3,32.839
UGC10331,UGC10331,16.289198,59.3201405,Sbc,,,,3.8,,1.163,0.04,0.577,0.033,145.51,14.745,13.788,15.82,12.843,101.23,6.2,4472.1,7.9,0.057,82.54,102.09,6.27,4783.2,34.208
LEDA2081417,PGC2081417,16.3034584,36.4840969,E,,,,-5.0,,0.484,0.109,0.109,0.027,34.85,17.25,16.399,,,,,8486.1,3.6,0.046,59.36,,,8767.8,35.541
NGC6125,NGC6127,16.3198732,57.9841256,E,,,,-4.9,,1.139,0.081,0.0,0.057,,12.997,,,,,,4810.0,47.3,0.054,0.0,,,5120.8,34.352
UGC10337,UGC10337,16.3246136,7.2787645,SABb,B,,,3.1,,1.083,0.043,0.52,0.023,65.26,14.864,13.419,16.252,,257.12,7.4,8759.9,6.3,0.335,80.33,260.83,7.53,8941.2,35.582
NGC6132,NGC6132,16.3941192,11.7862551,Sab,,,,2.0,,1.108,0.041,0.475,0.026,126.5,14.709,13.453,14.739,13.708,154.64,4.68,4964.9,2.6,0.314,79.87,157.09,4.77,5166.3,34.387
NGC6146,NGC6146,16.4195407,40.8926984,E,,,,-4.8,,1.22,0.068,0.12,0.05,82.77,13.511,11.242,,15.06,,,8816.8,17.4,0.036,60.7,,,9108.7,35.623
NGC6154,NGC6154,16.4251373,49.8402465,Sa,B,R,,1.1,,1.147,0.045,0.147,0.029,149.56,13.871,12.474,16.0,,59.31,2.6,5965.7,3.2,0.097,47.93,79.91,3.59,6271.3,34.796
NGC6150B,PGC058100,16.4290185,40.475581,Sa,,,,1.0,,0.96,0.17,0.425,0.07,142.94,15.377,14.083,,13.551,,,9526.7,3.7,0.035,78.84,,,9817.9,35.788
UGC10380,UGC10380,16.430536,16.5761221,Sb,,,,3.0,,1.189,0.036,0.806,0.024,110.88,15.381,13.664,16.021,,242.42,9.16,8750.3,2.3,0.23,90.0,242.42,,8971.2,35.582
NGC6150,NGC6150,16.4305502,40.4887002,E,,,,-4.5,,1.207,0.118,0.279,0.1,74.19,14.476,12.661,16.482,13.572,36.27,2.86,8742.3,13.5,0.036,90.0,36.27,,9033.5,35.603
NGC6155,NGC6155,16.4356458,48.3667871,SBbc,B,R,,4.1,,1.123,0.038,0.193,0.025,147.41,13.065,12.166,16.01,12.202,82.71,5.49,2413.7,2.6,0.06,51.94,105.05,7.04,2717.6,33.005
UGC10384,UGC10384,16.4463011,11.5802432,Sab,,,,1.6,,1.067,0.083,0.679,0.045,90.69,14.996,13.674,15.128,12.141,165.88,3.58,4961.9,5.0,0.253,90.0,165.88,,5162.8,34.37
UGC10388,UGC10388,16.4508305,16.382248,SABa,B,R,,1.0,,1.194,0.036,0.534,0.027,128.25,14.825,12.985,16.506,,201.34,6.51,4609.0,5.8,0.257,90.0,201.34,,4829.3,34.227
NGC6166,NGC6166,16.4773079,39.5513323,E,,,,-4.3,,1.33,0.054,0.143,0.059,35.25,12.912,12.506,,14.908,,,9347.3,3.5,0.049,63.45,,,9637.0,35.741
NGC6173,NGC6173,16.4958087,40.8115824,E,B,R,M,-4.8,,1.307,0.06,0.162,0.053,145.09,13.147,11.685,,15.678,,,8795.2,1.4,0.027,77.18,,,9087.5,35.613
UGC10414,UGC10414,16.4964713,8.644235,S0-a,B,,,0.0,,0.941,0.05,0.142,0.027,85.0,15.359,,17.227,,126.33,6.56,9914.7,3.2,0.272,48.33,169.11,8.99,10103.7,35.844
2MASXJ16301506+0555514,PGC1291561,16.5042038,5.9310012,,,,,,,0.77,0.066,0.4,0.028,24.0,17.35,,,,,,,,0.317,68.8,,,,
NGC6168,NGC6168,16.5226413,20.1843875,Sd,,,,7.9,,1.217,0.04,0.54,0.028,111.0,14.609,13.185,15.078,12.481,117.26,3.59,2523.2,4.1,0.274,90.0,117.26,,2758.3,33.036
NGC6251,NGC6251,16.5421528,82.5379167,E,,,,-4.9,S2,1.223,0.036,0.066,0.027,20.0,13.944,,,,,,7408.0,22.0,0.377,43.96,,,7699.4,35.252
NGC6186,NGC6186,16.5737475,21.5408868,Sa,B,,,1.2,,1.196,0.035,0.352,0.035,58.87,14.229,13.059,16.669,11.902,119.05,7.27,2936.5,2.0,0.202,71.02,125.89,7.74,3176.7,33.33
MCG+08-30-048,PGC058834,16.719298,45.8457457,S0,,,,-2.0,S2,1.079,0.143,0.361,0.1,112.58,14.815,13.553,,,,,5274.7,2.7,0.072,90.0,,,5576.7,34.553
NGC6261,NGC6261,16.9418146,27.9773978,S0-a,,,,0.0,,1.037,0.046,0.391,0.027,84.6,15.149,13.229,,,,,10547.9,3.6,0.198,79.59,,,10811.1,35.996
NGC6264,NGC6264,16.9544836,27.8494094,SBb,B,R,,2.7,em,0.916,0.055,0.2,0.026,23.92,15.439,,,,,,10163.3,23.7,0.282,53.64,,,10426.1,35.917
NGC6285,NGC6285,16.9733361,58.9558889,S0-a,,,M,-0.6,,1.035,0.052,0.278,0.035,110.0,14.504,,16.88,,77.9,4.62,5505.5,29.0,0.074,68.12,83.94,5.02,5819.1,34.632
NGC6286,NGC6286,16.9753938,58.9362285,Sb,,,M,2.9,,1.086,0.078,0.036,0.051,,14.133,,,10.671,,,5539.5,14.0,0.074,23.73,,,5853.1,34.647
UGC10650,UGC10650,17.0040444,23.1062718,IB,B,,M,9.9,,1.095,0.044,0.7,0.028,26.97,15.232,,16.1,,58.6,2.46,2964.1,7.2,0.319,90.0,58.6,,3212.0,33.358
NGC6278,NGC6278,17.0139793,23.0110376,S0,B,R,,-1.8,,1.237,0.04,0.305,0.026,127.75,13.748,,17.188,,74.59,4.42,2795.2,23.8,0.272,78.77,76.04,4.53,3042.9,33.246
UGC10693,UGC10693,17.0813965,41.8655324,E,,,,-4.9,,1.226,0.034,0.2,0.025,104.25,14.158,,,,,,8353.0,15.6,0.098,90.0,,,8649.9,35.509
UGC10695,UGC10695,17.0848851,43.0431891,E,,,M,-4.9,S3,1.2,0.044,0.204,0.03,110.75,14.832,,,,,,8328.0,9.7,0.105,90.0,,,8626.9,35.499
UGC10710,UGC10710,17.1145832,43.1221482,Sb,,,,3.0,,1.222,0.038,0.56,0.03,149.58,14.996,13.019,15.906,,244.77,9.59,8327.5,5.7,0.149,84.16,246.05,9.67,8626.5,35.499
NGC6310,NGC6310,17.132626,60.9901251,Sb,,R,,3.1,,1.225,0.078,0.684,0.048,69.56,13.785,12.486,16.25,,212.18,11.18,3400.1,2.9,0.118,90.0,212.18,,3714.2,33.662
NGC6301,NGC6301,17.1424262,42.3389919,Sc,,R,,5.9,,1.248,0.038,0.249,0.03,112.76,14.504,,15.93,13.481,204.89,9.1,8360.9,12.4,0.124,57.09,244.05,10.98,8658.7,35.509
2MASXJ17100856+7443426,PGC2764109,17.1690509,74.728555,E,,,,-5.0,,0.65,0.078,0.43,0.028,10.0,17.05,,,,,,,,0.165,90.0,,,,
UGC10738,UGC10738,17.1849502,5.8521138,Sbc,,,,4.1,,1.08,0.044,0.53,0.028,49.22,15.434,12.872,15.813,13.913,281.0,7.87,6716.6,1.2,0.686,78.8,286.45,8.05,6896.8,35.016
NGC6314,NGC6314,17.2107538,23.2701144,Sa,,,,0.9,,1.138,0.038,0.294,0.023,174.24,13.902,12.199,16.6,13.574,230.2,5.89,6620.3,4.6,0.283,65.88,252.22,6.53,6869.2,35.003
NGC6323,NGC6323,17.2216884,43.7825042,SBab,B,,,2.0,,1.08,0.045,0.34,0.028,175.32,14.729,13.249,,,,,7802.2,22.6,0.074,68.35,,,8102.5,35.367
NGC6338,NGC6338,17.2563826,57.4112016,S0,,,,-2.1,,1.237,0.038,0.222,0.026,16.04,13.472,12.158,,,,,8185.1,3.1,0.155,65.98,,,8498.7,35.466
MCG+10-24-117,PGC059943,17.2564717,57.4329231,E,,,,-5.0,,0.958,0.048,0.082,0.029,152.94,15.661,14.025,,,,,9653.7,3.5,0.157,50.32,,,9967.2,35.817
UGC10803,UGC10803,17.2681313,73.4360503,SABa,B,,M,1.5,,1.038,0.071,0.13,0.04,24.47,12.842,,15.073,,104.25,11.12,1253.4,6.5,0.201,44.84,147.85,16.06,1559.9,31.809
UGC10796,UGC10796,17.2799181,61.9201085,Sb,B,,M,3.4,,1.115,0.044,0.419,0.026,73.59,14.774,13.836,16.08,,64.88,5.6,3073.2,4.3,0.084,72.48,68.04,5.88,3387.3,33.464
2MASXJ17165213+3135024,PGC059998,17.2811615,31.5840979,E,,R,,-5.0,,0.818,0.066,0.066,0.028,177.78,15.618,13.85,,,,,6999.6,2.2,0.189,44.73,,,7273.7,35.131
NGC6361,NGC6361,17.3114197,60.608128,Sb,,,,3.0,,1.313,0.03,0.564,0.028,52.0,13.798,11.931,14.471,11.231,223.37,8.34,3798.9,4.1,0.116,84.56,224.38,8.4,4113.0,33.888
UGC10811,UGC10811,17.3121447,58.135162,Sab,B,R,,2.1,,1.08,0.05,0.484,0.026,92.31,14.957,13.389,,,,,8718.4,3.7,0.129,80.65,,,9032.2,35.603
IC1256,IC1256,17.3964765,26.4864529,Sb,,,,3.4,,1.106,0.044,0.233,0.029,93.08,14.408,13.076,15.186,13.738,148.18,4.07,4733.0,3.2,0.212,56.8,177.09,4.97,4992.4,34.299
NGC6373,NGC6373,17.4022503,58.9950993,Sc,B,R,M,5.2,,1.015,0.052,0.172,0.025,84.23,14.56,13.835,15.504,,90.15,2.71,3306.2,5.0,0.131,48.94,119.56,3.69,3620.2,33.614
NGC6394,UGC10889,17.5059512,59.6398916,SBb,B,,,3.2,S2,1.056,0.043,0.422,0.026,40.15,15.195,13.395,,13.372,,,8522.4,7.8,0.137,73.1,,,8836.4,35.551
UGC10905,UGC10905,17.5684417,25.3439222,S0-a,,,,-0.1,,1.185,0.073,0.295,0.049,171.66,14.459,,,,,,7843.0,8.9,0.309,68.36,,,8098.6,35.367
NGC6411,NGC6411,17.5924472,60.8133611,E,,,,-4.8,,1.245,0.038,0.184,0.034,68.5,12.801,,,,,,3748.0,71.9,0.236,90.0,,,4062.0,33.866
NGC6427,NGC6427,17.7273861,25.4938889,E-S0,,,,-3.0,,1.189,0.076,0.474,0.074,35.67,14.515,,,,,,3231.3,9.5,0.287,90.0,,,3487.0,33.515
UGC10972,UGC10972,17.7727439,26.543639,Sc,,,,5.9,,1.319,0.032,0.605,0.026,55.17,14.391,12.51,15.26,,180.73,4.88,4651.6,1.7,0.288,80.08,183.47,4.97,4910.4,34.263
NGC6478,NGC6478,17.81065,51.1572222,Sc,,,,4.9,,1.161,0.063,0.518,0.04,35.21,14.02,11.722,15.467,12.362,238.15,8.02,6776.0,2.8,0.19,76.7,244.71,8.28,7085.0,35.067
NGC6497,NGC6497,17.8549967,59.4708403,Sb,B,R,,3.1,,1.162,0.037,0.343,0.026,110.26,14.219,,,,,,6162.0,9.5,0.234,67.1,,,6475.4,34.867
NGC6515,NGC6515,17.9569966,50.7280476,E,,,,-4.9,,1.184,0.036,0.127,0.037,16.75,14.253,,,,,,6854.0,25.0,0.2,64.31,,,7162.0,35.093
UGC11064,UGC11064,17.9613995,27.8346306,Sc,,,,5.9,,1.25,0.065,0.0,0.047,,14.404,,15.791,13.69,101.16,3.13,7042.8,2.5,0.247,0.0,,,7304.6,35.131
MCG+04-42-022,PGC061289,18.026009,26.2529734,S0,,,,-2.0,,,,,,110.0,14.479,,,13.521,,,4647.0,31.0,0.428,,,,4903.5,34.263
IC1277,IC1277,18.1742444,31.0031111,Sc,,,,5.8,,0.992,0.051,0.163,0.036,20.55,14.95,,15.791,,103.07,2.95,8397.4,6.5,0.274,47.63,139.5,4.18,8666.9,35.509
UGC11162,UGC11162,18.2171323,29.6957307,Sbc,,,,4.3,,1.066,0.044,0.336,0.03,109.41,15.237,,,,95.58,4.15,4619.3,4.4,0.396,65.42,105.1,4.6,4884.8,34.263
MCG+05-43-016,PGC061808,18.3844852,29.9013889,,,,,,,0.969,0.049,0.09,0.028,176.5,14.823,,,,,,8083.0,33.0,0.488,36.3,,,8347.6,35.434
2MASXJ18242915+5226380,PGC2415132,18.4080972,52.4438889,,,,,,,0.58,0.086,0.27,0.028,143.5,18.06,,,,,,,,0.166,59.02,,,,
UGC11228,UGC11228,18.4128709,41.4926139,S0,B,,,-2.0,,1.049,0.045,0.26,0.025,178.0,14.473,,,,,,5771.4,13.3,0.266,71.4,,,6063.4,34.723
UGC11241,UGC11241,18.4471844,51.1391378,Sb,,,,3.1,,0.976,0.045,0.058,0.025,31.0,15.153,,,,,,9931.0,9.7,0.173,30.07,,,10236.7,35.881
UGC11260,UGC11260,18.5070622,34.1027526,SBa,B,,,1.1,,0.957,0.053,0.193,0.03,163.0,15.497,,,,,,6184.0,10.2,0.28,54.24,,,6458.8,34.867
UGC11262,UGC11262,18.5099314,42.6925907,Sc,,,,6.4,,1.136,0.05,0.381,0.045,50.6,15.424,13.482,15.625,,144.67,5.41,5558.7,6.4,0.171,67.35,156.76,5.92,5852.1,34.647
2MASXJ18580350+4356090,PGC062618,18.9676389,43.9358333,,,,,,,,,,,20.0,15.153,,,,,,8488.0,32.0,0.296,,,,8778.8,35.541
2MASXJ18584064+4328060,PGC062636,18.9779834,43.468471,,,,,,,0.81,0.062,0.25,0.028,46.5,15.371,,,,,,8700.0,14.0,0.39,57.19,,,8989.8,35.592
NGC6762,NGC6762,19.0936333,63.9339722,S0-a,,,,0.0,,1.189,0.053,0.66,0.05,119.33,14.115,,,,,,2923.9,9.1,0.239,90.0,,,3230.7,33.358
NGC6786,NGC6786,19.1816628,73.4100269,SABb,B,,M,3.3,S2,0.908,0.06,0.23,0.028,,13.665,,15.81,,157.13,10.46,7625.8,96.1,0.613,56.57,188.27,12.65,7927.4,35.31
UGC11415,UGC11415,19.1845817,73.4266818,Sbc,,,M,3.6,,1.022,0.089,0.186,0.051,15.0,15.045,,,,,,7504.2,8.2,0.611,51.32,,,7805.8,35.287
NGC6789,NGC6789,19.2782211,63.97219,I,,,,9.9,,0.985,0.055,0.056,0.028,,13.834,,,,21.28,1.0,-167.0,2.0,0.296,31.5,40.73,2.07,138.2,
2MASXJ19171703+3325309,PGC063016,19.2880681,33.4252346,Sc,,,,5.0,,0.757,0.257,0.384,0.111,50.0,15.587,,,11.809,93.79,8.34,4508.4,6.5,0.655,68.42,100.86,9.06,4771.1,34.208
CygA,3C405,19.9912042,40.7339444,Sc,,,,5.0,S1.9,0.735,0.07,0.082,0.029,151.0,17.04,,,,,,16782.8,35.6,1.623,35.02,,,17051.1,37.01
MCG+08-36-16,PGC064024,20.0471889,49.3197778,E,,,,-5.0,,,,,,100.0,14.4,,,,,,7071.0,49.0,0.841,,,,7354.9,35.155
MCG-02-51-004,PGC064373,20.2610806,-13.6218889,Sd,,,,8.0,,1.183,0.035,0.451,0.025,159.67,13.96,12.345,16.272,13.096,208.54,8.5,5589.5,12.7,0.412,90.0,208.54,,5632.5,34.569
NGC6930,NGC6930,20.5496511,9.8745734,SBab,B,,M,2.1,,1.155,0.044,0.496,0.027,8.5,13.764,,14.993,,165.97,14.86,4580.3,32.7,0.474,81.73,167.72,15.04,4728.1,34.189
NGC6946,NGC6946,20.5812777,60.1535166,SABc,B,,,5.9,,2.057,0.015,0.022,0.036,,9.755,7.33,10.105,7.642,98.6,2.32,45.8,2.2,1.482,18.26,314.61,11.75,334.2,
NGC6941,NGC6941,20.6065194,-4.6187515,Sb,B,,,3.3,,1.237,0.033,0.159,0.023,125.97,14.167,12.44,15.26,13.721,176.35,6.23,6218.0,1.5,0.272,48.06,237.06,8.58,6296.2,34.81
MCG-01-52-012,PGC065095,20.6305515,-6.0907463,E,,,,-4.0,,1.065,0.111,0.14,0.078,72.73,14.659,12.895,,,,,3859.0,1.7,0.265,60.02,,,3929.3,33.778
NGC6945,NGC6945,20.6501665,-4.9726566,E-S0,B,,,-3.0,,1.2,0.04,0.195,0.032,120.87,15.2,11.531,,,,,3797.0,10.0,0.216,65.54,,,3872.2,33.755
NGC6962,NGC6962,20.7886314,0.3208274,SABa,B,R,M,1.7,,1.435,0.024,0.131,0.022,68.97,13.005,11.376,14.423,,224.74,7.99,4201.5,3.0,0.442,44.82,318.81,11.68,4298.1,33.972
NGC6977,NGC6977,20.8749255,-5.7461617,Sa,B,R,,1.3,,1.098,0.035,0.128,0.022,167.85,14.124,12.741,,,75.25,5.01,6112.8,30.5,0.345,44.71,106.96,7.24,6177.2,34.767
NGC6978,NGC6978,20.8765231,-5.7112026,Sb,,,,2.7,,1.179,0.035,0.421,0.028,125.98,14.083,12.483,,,240.97,11.36,5969.8,2.5,0.347,73.69,251.08,11.88,6034.3,34.723
UGC11649,UGC11649,20.9243377,-1.2252027,SBa,B,R,,1.1,,1.16,0.039,0.132,0.025,90.94,14.405,12.721,15.196,,127.98,3.49,3789.6,3.0,0.506,45.53,179.35,5.1,3874.5,33.755
2MASXJ21074136+0352182,PGC066146,21.1281701,3.872119,Sc,,,M,5.8,,1.243,0.095,0.397,0.071,,14.341,,16.65,,227.62,12.01,7773.1,13.6,0.364,68.7,244.32,13.03,7875.4,35.299
Mrk897,PGC066150,21.1294095,3.8777637,E-S0,,,M,-3.2,S2,0.838,0.242,0.0,0.08,,14.95,,,11.978,,,7861.8,29.7,0.362,0.0,,,7964.1,35.322
NGC7025,NGC7025,21.1298156,16.3357467,Sa,,,,1.0,,1.305,0.034,0.185,0.022,44.9,13.994,,16.753,,281.28,10.01,4968.1,2.0,0.344,53.27,350.95,12.72,5125.8,34.37
NGC7033,NGC7033,21.1600667,15.1249722,S0-a,,,,-1.3,,0.944,0.05,0.167,0.027,4.14,15.199,,,,,,9106.0,27.0,0.361,54.42,,,9257.6,35.653
UGC11694,UGC11694,21.1978298,11.2761374,,,,,,,1.179,0.075,0.11,0.063,35.0,15.116,,,,276.36,19.66,5054.8,5.2,0.433,39.8,431.71,32.38,5188.5,34.387
NGC7042,NGC7042,21.229418,13.5747552,Sb,,,,3.0,,1.25,0.07,0.058,0.041,138.34,12.904,,15.871,12.879,150.12,4.69,5083.2,14.4,0.336,30.19,298.54,10.92,5225.9,34.404
NGC7047,NGC7047,21.2743418,-0.8264661,Sb,B,R,M,3.3,,1.126,0.04,0.311,0.024,104.23,14.822,12.465,17.52,13.489,198.96,5.91,5787.0,5.3,0.293,64.24,220.91,6.63,5862.1,34.662
